date,total_visits,COVID-like,COVID-like_mean,COVID-like_std,COVID-like_threshold,COVID-like_anomaly,Dengue-like,Dengue-like_mean,Dengue-like_std,Dengue-like_threshold,Dengue-like_anomaly,Flu-like,Flu-like_mean,Flu-like_std,Flu-like_threshold,Flu-like_anomaly
2025-06-21,3,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-06-22,2,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-06-24,3,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-06-25,1,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-06-26,2,1.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-06-27,1,0.0,0.35714285714285715,0.49724515809884695,1.8488783314393982,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-06-29,3,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-04,3,2.0,0.21428571428571427,0.42581531362632014,1.4917316551646747,True,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-05,1,0.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-06,1,0.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-08,2,1.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-09,1,0.0,0.42857142857142855,0.646206172658864,2.3671899465480206,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-10,3,0.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-11,4,0.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-12,1,0.0,0.2857142857142857,0.6112498455021267,2.119463822220666,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-13,3,0.0,0.2857142857142857,0.6112498455021267,2.119463822220666,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-15,2,0.0,0.2857142857142857,0.6112498455021267,2.119463822220666,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-16,1,0.0,0.2857142857142857,0.6112498455021267,2.119463822220666,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-17,2,0.0,0.2857142857142857,0.6112498455021267,2.119463822220666,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-18,1,0.0,0.21428571428571427,0.5789342235218394,1.9510883848512324,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-19,1,0.0,0.21428571428571427,0.5789342235218394,1.9510883848512324,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-20,3,0.0,0.21428571428571427,0.5789342235218394,1.9510883848512324,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-21,2,0.0,0.07142857142857142,0.26726124191242445,0.8732122971658447,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-24,1,0.0,0.07142857142857142,0.26726124191242445,0.8732122971658447,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-25,1,0.0,0.07142857142857142,0.26726124191242445,0.8732122971658447,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-26,1,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-27,1,1.0,0.07142857142857142,0.2672612419124244,0.8732122971658446,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-28,1,1.0,0.14285714285714285,0.36313651960128146,1.2322667016609872,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-29,3,0.0,0.21428571428571427,0.4258153136263201,1.4917316551646744,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-30,4,0.0,0.21428571428571427,0.4258153136263201,1.4917316551646744,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-07-31,3,0.0,0.21428571428571427,0.4258153136263201,1.4917316551646744,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-01,2,0.0,0.21428571428571427,0.4258153136263201,1.4917316551646744,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-04,3,1.0,0.21428571428571427,0.4258153136263201,1.4917316551646744,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-05,1,1.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-06,1,0.0,0.35714285714285715,0.49724515809884695,1.8488783314393982,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-07,1,0.0,0.35714285714285715,0.49724515809884695,1.8488783314393982,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-09,1,0.0,0.35714285714285715,0.49724515809884695,1.8488783314393982,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-11,1,0.0,0.35714285714285715,0.49724515809884695,1.8488783314393982,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-12,2,1.0,0.35714285714285715,0.49724515809884695,1.8488783314393982,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-13,1,0.0,0.42857142857142855,0.5135525910130956,1.9692292016107154,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-14,1,0.0,0.35714285714285715,0.49724515809884695,1.8488783314393982,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-15,1,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-16,1,0.0,0.21428571428571427,0.42581531362632014,1.4917316551646747,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-17,2,0.0,0.21428571428571427,0.42581531362632014,1.4917316551646747,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-18,1,0.0,0.21428571428571427,0.42581531362632014,1.4917316551646747,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-19,1,0.0,0.21428571428571427,0.42581531362632014,1.4917316551646747,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-20,1,0.0,0.21428571428571427,0.42581531362632014,1.4917316551646747,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-21,1,0.0,0.14285714285714285,0.3631365196012815,1.2322667016609874,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-22,5,1.0,0.07142857142857142,0.26726124191242445,0.8732122971658447,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-23,2,0.0,0.14285714285714285,0.3631365196012815,1.2322667016609874,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-24,1,0.0,0.14285714285714285,0.3631365196012815,1.2322667016609874,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-25,1,0.0,0.14285714285714285,0.3631365196012815,1.2322667016609874,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-26,1,0.0,0.14285714285714285,0.3631365196012815,1.2322667016609874,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-27,1,0.0,0.07142857142857142,0.26726124191242445,0.8732122971658447,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-28,2,0.0,0.07142857142857142,0.26726124191242445,0.8732122971658447,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-29,2,1.0,0.07142857142857142,0.26726124191242445,0.8732122971658447,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-08-31,2,0.0,0.14285714285714285,0.3631365196012815,1.2322667016609874,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-01,2,0.0,0.14285714285714285,0.3631365196012815,1.2322667016609874,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-04,2,1.0,0.14285714285714285,0.3631365196012815,1.2322667016609874,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-05,3,0.0,0.21428571428571427,0.42581531362632014,1.4917316551646747,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-06,2,1.0,0.21428571428571427,0.42581531362632014,1.4917316551646747,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-07,1,1.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-08,1,0.0,0.35714285714285715,0.49724515809884695,1.8488783314393982,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-09,1,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-10,2,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-11,1,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-12,2,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-13,4,2.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,True,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-15,2,0.0,0.42857142857142855,0.646206172658864,2.3671899465480206,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-16,2,0.0,0.42857142857142855,0.646206172658864,2.3671899465480206,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-17,1,0.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-18,1,0.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-19,2,1.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-20,2,0.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-21,2,1.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-22,2,1.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-23,2,0.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-24,3,0.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-26,2,0.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-27,1,0.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-28,1,0.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-29,1,1.0,0.35714285714285715,0.633323693776651,2.25711393847281,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-09-30,1,0.0,0.2857142857142857,0.4688072309384955,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-01,1,0.0,0.2857142857142857,0.4688072309384955,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-03,1,0.0,0.2857142857142857,0.4688072309384955,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-04,3,0.0,0.2857142857142857,0.4688072309384955,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-05,2,0.0,0.2857142857142857,0.4688072309384955,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-06,1,0.0,0.21428571428571427,0.4258153136263202,1.4917316551646749,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-08,2,0.0,0.21428571428571427,0.4258153136263202,1.4917316551646749,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-09,2,0.0,0.14285714285714285,0.3631365196012816,1.2322667016609876,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-10,4,0.0,0.07142857142857142,0.26726124191242456,0.8732122971658451,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-11,1,0.0,0.07142857142857142,0.26726124191242456,0.8732122971658451,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-12,2,0.0,0.07142857142857142,0.26726124191242456,0.8732122971658451,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-13,1,0.0,0.07142857142857142,0.26726124191242456,0.8732122971658451,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-14,1,0.0,0.07142857142857142,0.26726124191242456,0.8732122971658451,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-15,1,0.0,0.07142857142857142,0.26726124191242456,0.8732122971658451,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-16,3,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-18,1,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-19,3,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-20,1,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-21,2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-22,1,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-25,1,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-27,2,0.0,0.07142857142857142,0.2672612419124244,0.8732122971658446,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-28,1,1.0,0.07142857142857142,0.2672612419124244,0.8732122971658446,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-29,1,0.0,0.14285714285714285,0.36313651960128146,1.2322667016609872,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-30,1,0.0,0.14285714285714285,0.36313651960128146,1.2322667016609872,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-10-31,3,0.0,0.14285714285714285,0.36313651960128146,1.2322667016609872,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-02,1,0.0,0.14285714285714285,0.36313651960128146,1.2322667016609872,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-03,1,0.0,0.14285714285714285,0.36313651960128146,1.2322667016609872,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-04,3,1.0,0.14285714285714285,0.36313651960128146,1.2322667016609872,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-05,1,0.0,0.21428571428571427,0.4258153136263201,1.4917316551646744,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-06,2,0.0,0.21428571428571427,0.4258153136263201,1.4917316551646744,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-07,1,0.0,0.21428571428571427,0.4258153136263201,1.4917316551646744,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-08,2,0.0,0.21428571428571427,0.4258153136263201,1.4917316551646744,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-10,1,1.0,0.21428571428571427,0.4258153136263201,1.4917316551646744,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-11,2,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-12,2,0.0,0.21428571428571427,0.42581531362632014,1.4917316551646747,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-13,2,0.0,0.21428571428571427,0.42581531362632014,1.4917316551646747,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-14,1,1.0,0.14285714285714285,0.3631365196012815,1.2322667016609874,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-15,1,1.0,0.21428571428571427,0.42581531362632014,1.4917316551646747,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-16,1,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-17,4,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-19,2,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-20,2,1.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-22,2,1.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-23,1,0.0,0.35714285714285715,0.49724515809884695,1.8488783314393982,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-24,1,0.0,0.35714285714285715,0.49724515809884695,1.8488783314393982,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-25,2,0.0,0.35714285714285715,0.49724515809884695,1.8488783314393982,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-26,1,0.0,0.35714285714285715,0.49724515809884695,1.8488783314393982,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-27,1,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-11-30,3,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-01,1,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-02,1,0.0,0.2857142857142857,0.46880723093849547,1.6921359785297723,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-03,2,0.0,0.21428571428571427,0.42581531362632014,1.4917316551646747,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-04,1,0.0,0.14285714285714285,0.3631365196012815,1.2322667016609874,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-05,1,0.0,0.14285714285714285,0.3631365196012815,1.2322667016609874,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-06,1,0.0,0.14285714285714285,0.3631365196012815,1.2322667016609874,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-09,1,0.0,0.14285714285714285,0.3631365196012815,1.2322667016609874,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-10,3,0.0,0.07142857142857142,0.26726124191242445,0.8732122971658447,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-11,1,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-12,2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-13,2,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-14,1,1.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-15,1,0.0,0.07142857142857142,0.2672612419124244,0.8732122971658446,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-16,3,2.0,0.07142857142857142,0.2672612419124244,0.8732122971658446,True,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-17,2,0.0,0.21428571428571427,0.5789342235218394,1.9510883848512324,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-18,2,0.0,0.21428571428571427,0.5789342235218394,1.9510883848512324,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-22,1,0.0,0.21428571428571427,0.5789342235218394,1.9510883848512324,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-24,1,0.0,0.21428571428571427,0.5789342235218394,1.9510883848512324,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-25,1,0.0,0.21428571428571427,0.5789342235218394,1.9510883848512324,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-27,2,1.0,0.21428571428571427,0.5789342235218394,1.9510883848512324,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-28,3,0.0,0.2857142857142857,0.6112498455021266,2.1194638222206654,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-30,1,1.0,0.2857142857142857,0.6112498455021266,2.1194638222206654,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2025-12-31,2,0.0,0.35714285714285715,0.6333236937766509,2.2571139384728096,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2026-01-02,2,0.0,0.35714285714285715,0.6333236937766509,2.2571139384728096,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2026-01-03,1,0.0,0.35714285714285715,0.6333236937766509,2.2571139384728096,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2026-01-04,1,0.0,0.35714285714285715,0.6333236937766509,2.2571139384728096,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2026-01-07,1,0.0,0.2857142857142857,0.6112498455021265,2.119463822220665,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2026-01-08,1,0.0,0.2857142857142857,0.6112498455021265,2.119463822220665,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2026-01-09,2,0.0,0.14285714285714285,0.36313651960128124,1.2322667016609865,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
2026-01-11,2,1.0,0.14285714285714285,0.36313651960128124,1.2322667016609865,False,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False
